,0
327, Voice process| Outbound| Technical Support Executive| Productivity| US shift| Bonus| Sales Executive| Technical support
328, relationship manager| Client Onboarding| Equity Advisory| telesales| dealer| onboarding
329, qc| cra| quality control| clinical research| CRC| quality assurance| Clinical Research Coordinator| clinical research associate
330, General Manager Maintenance| Service| ISO| Printing| Stores| Technical support| Plant operations| Scheduling| Monitoring| Predictive maintenance
331, Hotel Management| Maintenance Department| Facility Management
332, Procurement| Purchase Executive| Purchase| Material Management| Negotiation Skills| Purchase Assistant| Vendor Development| Purchase Engineer| Inventory
333, Swift| Mobile applications| IOS| C| application| design| mobile| developer
334, Graphics| Simulation| Power management| Electronics| Hardware| Research| System analysis| Electricals
335, Oracle database| server| VB.NET| technical| tools| sql| Sql Server 2008| database| design| MS.net| Application development| Test cases| net| deployment| Automation| development| c| oracle| testing| specification| vb| quality| application| PLSQL| pl| support| WIP
336, Ethical Hacking| Certified Ethical Hacker| Networking Protocols| Penetration Testing| Nessus| NMAP| Fortify| Vulnerability Assessment| Appscan| Qualys
337, technical support| field marketing| Customer Support
338, direct sales| channel sales| health insurance| relationship manager| business development manager| sales manager| sales development manager| sdm| banking sales| sales
339, AutoCAD| Costing| Draughtsman| Civil| 3D
340, MCSE| Database| Support Engineer
341,Organizing|Execution|Referral Marketing|referral sales
342, Engineering services| Design engineering| Automobile| MIN| Product design| Die casting
343, Issue| Spot| Inbound calls| Bonus| Software| Technical support| Night shift
344, Technical Support Executive| Electrical engineering
345, spring boot| spring security| spring mvc
346, content writing| content editor| Scientific Writing| Journalism| mass communication| public relation
347, Production Supervisor| Electricals
348, Stores| warehouse| Logistics
349, Customer satisfaction| Customer Service| Help Desk| Information| Telephony support| customer relationship
350, Front end| Front Office Executive| Cash flow| Management
351, marketing| sale| bd| bdm| Business Development| sales| Sales Executive Activities
352, customer service| english| analytical skills| good communication| team player| self motivated| listening| who| independent| executive
353, Marketing| Event Management| Brand Management
354, WebLogic| configuration| MySQL| installation| Oracle DBA| troubleshooting| Oracle RAC
355, international voice process| night shift| medical billing| spoken english| international bpo| customer care executive| blended process| backend| international call center| ar calling| accounts receivable| medical transcription
356, Animation| Lighting| Compositing| Maya
357, HR
358, Service| Technical support| Issue| Technical| Inbound calls| Bonus| Software
359, Java| Rest| web services| XML| j2ee| Mule Esb| soap
360, development| tools| api| solid| configuration| methods| it| maintaining| javascript| salesforce| coding| troubleshooting| soap| deployment
361,Product management|Analytical skills|software architecture|Prototype|Business analysis|Manager Technology|Outsourcing|Resource management|Operations|Solution architecting
362, general insurance| product development| product management| financial services| Product| Insurance
363, MCSA| bca| software| networking| mca| CCNA| telecommunication| system administrator| network administrator| mcse| diploma| electronics engineering| ec| hardware| freshers| network engineer| dns| windows| College| system admin| n+
364, Inventory Management| Demand Planning| Supply Chain| Operations
365, Recruitment| Outbound| Technical support| English| Comp| Email| Troubleshooting| Domestic BPO| International BPO| Inbound calls
366, devops| Automation| Configuration management| System administration| Monitoring| VMS| jenkins
367, BPO| Manpower Planning| Communication Skills| International Clients| OD| Human Resource Management| HR| Bulk Hiring| KPO| Recruitment
368, sds| radiology| CPT| icd - 10| EM| medical coding| coders| surgery| ed
369, Monitoring| Social networking| Data research
370, Investment banking| Balance Sheet| SQL| Oracle database| metadata| Analytical| Data quality| data mapping| User acceptance testing| Monitoring
371, Customer Service| Project Management| Customer Experience| SCM| Operations| Supply Chain
372, Travel Sales Consultant| international bpo| International Call Center| travel counselor| Travel Sales| outbound| Travel Consultant
373, manual testing| test engineering| test cases| web testing| web technologies
374, SQL| Data extraction| Performance tuning| Credit operations| tableau
375,Field Sales|Business Development|Vendor Development|customer service|lead generation
376, English| PHP| XML| DOM| SOAP| Com| Web technologies| Written communication| Email| Time
377, Auditing| Audit Planning| Risk Assessment| Banking| Credit Risk| Credit Policy
378, digital marketing| international sales| international marketing| international business development| business development| Export Marketing
379, pharma| networking| relationship building| handling| client interaction| work under pressure| recruitment consultant| headhunting| non it| interest
380, SSIS| SSRS| Technical Training| Data Management| SQL| software development
381, Javascript| Java EE| Rest| JSON| XML| SOAP| Web Services| PHP| Open Source| Spring| FreeBSD| Linux
382, C++| C| XML| Analytical| SMS| JSON| Project delivery| IOS| international clients| Business Executive
383, Talent Acquisition| Recruitment| HR| Campus Hiring| recruitment| recruiting
384, CSS| Heroku| Html5| MySQL| Javascript| Bootstrap| JSON| Spring Boot| JQuery| Ajax
385, Farm Equipment| Sales Management| Agro| Marketing
386, development| java| oracle| software development| xml| struts| linux| ooad| hibernate| ejb
387, retail marketing| sales management| manager| pos| marketing collaterals| enquiry management| sales marketing| product promotion
388, Conceptualization| Architecting| Continuous improvement| SIDE| development| Front end| it
389, Printing| Graphic designing| Usage| Illustrator| OOPS| Photoshop| Advertising
390, Networking| SQL| technical| software| tools| research| cloud| Outbound| NoSQL| ui| web| Application programming| devops| design| Monitoring| email| programming| architecture| mobile| Firewall| Computer science| saas| service| Virtualization| applications
391, javascript| html| ajax| jquery| php mysql| smarty| api| analytical| third party| software development life cycle
392, Team Management| BD| People management| Chemical Engineer| Sales| Team Building| Business Development
393, Production Supervisor| Shop floor management
394, Receptionist| front office executive| Front Office| Receptionist Activities| front desk executive| Telecalling| telemarketing
395, packaging design| Counter sales| Packaging
396, Warehouse| Raw Material| Execution| SAP| Purchase Order| MRP| Supply Chain| Dispatch Planning
397, Outbound| Night shift| Recruitment| iPhone| Email| US shift| Troubleshooting| Technical support| Comp| International BPO
398, Recruitment| Hiring| HR| Screening| Interviewing| Staffing
399, hiring| HRIS| procurement| HR| sourcing| Recruitment| staffing
400, python| orchestration| Linux| telecom domain| product development| design| vmware| openstack| shell scripting| ansible
401, Web technologies| PHP| SQL| CSS| MySQL| Wordpress| Javascript| HTML| SEO| Off-page optimization
402, Automation| Ciena| Simulation| Networking| Talent acquisition| Transmission| Technical leadership| Roadm| Hardware| Statistics
403, TDS| Financial statements| Invoice processing| business opportunity| Interpersonal skills| Tally ERP| Accounting| Analytical| Accounts receivable| Recruitment
404, Automation| Software Engineering| computer science engineering| Artificial Intelligence| machine learning
405, jQuery| HTML;Javascript| angularjs| CSS
406,sales analysis|online marketing|marketing campaigns|inventory management|marketing strategy|mis reporting|product pricing|business planning|Ecommerce Development|ecommerce business
407, Adobe Photoshop| Adobe Illustrator| front end| ui developer| ui designer| Sketch
408, Outbound| Technical Support Associate| Email| Technical| US shift| Medical| Antivirus| Troubleshooting| Technical support| Comp
409, pulmonology| critical care| internal medicine| Anesthesia| ICU
410, Relationship management| Risk analytics| Coding| Risk assessment| Workflow| Risk management| Business intelligence| Stakeholder management| Forecasting| Python
411, Business process| Training| Usage| Front end| GIT| Javascript| SVN| Testing
412, Writing| SEO| Verbal| Algorithms| Search engine| Guest| Keyword research| HTML| Link building| Off-page optimization
413, Biztalk| microsoft| PLSQL| c#| server| orchestration| EDI| Electronic Data Interchange| sql| X12| Healthcare| ASP.Net| developer| net| ANSI| asp
414, Cold calling| Consultative sales| Sales| MIS| Forecasting
415, night shift| photoshop| html| javascript| css3| web designer| illustrator| flash
416, Technical support| Outbound| Comp| Technical| Domestic BPO| US shift| process| Inbound calls| Bonus
417, International BPO| Voice Process| Inbound Voice Process| sales executive| night shift| call center
418, Telecom| Business Analyst| Cloud| CIO| Security| Analytics| CTO
419, USA| MS| overseas education| IELTS| B.E.| B.Tech| MBA| Canada| visa| GMAT| GRE| Australia
420, Com| Prototype| Email| Architecture| level| Senior| change| Service| big data| Entry level
421, HR
422, QMS| Impex| Environmental Management System| Warehouse Management System| Export Import Logistics
423, Java EE| JMS| Core Java| JUnit| Weblogic| HTML| JPA| JSON| SOAP| SQL
424, MVC| ASP.Net MVC
425, CATIA| AutoCAD| Pressure vessels| Mechanical| Primavera| PSCAD
426, Mentor| SPI
427, Editing| proof reading| content writer| editor| Articles| Article Writing| Content Editor| Journalism| Mass Communication| Copywriter| Associate Editor| Sub Editor| English Writing| Research| Social Media
428, team leader| team handling| Vendor Management| Recruiter| sourcing| Recruitment| Stakeholder Management
429,Management|Construction|Management|Construction|construction|Construction|Construction|construction|Construction|Construction|Construction|construction|Construction|Construction|construction
430, Adobe Forms| Data migration| interfaces| sap| Module pool| SEZ| adobe| ABAP| SRM| quality| java| SAP ABAP| oops| Ale| CRM
431, Ingenium
432, project sales| Architects| Sales Operations| Sales Management| distributor| interior designers| Area Management| contractors| Area| Developers| consultants| dealer| territory management| Sales Manager
433, Manager Sales| Sales Manager| assistant sales manager| MICE| Travel Agent| Senior Sales Executive| senior sales officer| Corporate Sales| Hotel Sales| Room Sales| Sales Executive
434, C#| CSS| XML| Asp Net| Javascript| Web Application| MS SQL Server| .Net| MVC| ASP.Net MVC| JQuery| Ajax
435, general insurance| product development| product management| financial services| Product| Insurance
436, C++| Android| Javascript| development| C| Opengl| Programming| mobile| mca| Graphics| Computer science| 3D| java| Supervision| deployment
437, Exchange Server| outlook anywhere
438,coding|database design|test cases|analytical|nosql|cassandra
439, Production Supervisor| Electricals
440, Architect| Engineering Design| EPC| Civil
441, Mentor| SPI
442, Troubleshooting| DNS| DHCP| Monitoring| Virtualization| Shell scripting| Python| VMS| Open source| Archiving
443, C#| ASP.Net| MS SQL Server| .Net
444, Usage| Front end| Illustrator| Process improvement| Consulting| Agile| Design management| Photoshop| Adobe| Visual Design
445, Python| Six Sigma| PMP| .NET| HTML| JavaScript| SQL| Oracle| assembly language| Real Time Operating Systems
446, fifo| customer service| shrinkage control
447, Technical Management| Agile Methodology| Unit Testing| Design Development| Business Analytics| Big Data| SQL Queries| Spark| Performance Tuning| Test Case Design
448, Business Analyst| SAS| C++| XML| Consulting| Outsourcing| PHP| Risk analytics| Perl| jQuery
449, RTOS| VXWORKS| C| Device Drivers| boot loader| kernel| embedded C| bsp
450, Educational Marketing| Communication| Branch Management| Go Getter
451, Negotiation| Marine Operation| Oracle Fusion| Manufacturing| Inventory
452, Product quality| Automation| development| IVR| technical| software| Verint| developing| Software quality assurance| quality| System integration| design| CTI| Selenium| Continuous improvement| Testing
453, IT services| Automation| data governance| Team Leader| Financial services
454, Networking| It Asset| Antivirus| Hardware Troubleshooting
455, api| java| mobile application| javascript| android| css3| sqlite| jquery mobile| android sdk| data transformation
456, vendor management| operations| team management| campaigns| cafeteria| strategy| retail
457, Technical Support Executive| Electrical engineering
458, international bpo| bpo| kpo| web chat| non voice process| e mail| international call center| customer service representative| cse| interpersonal skills| ites| uk shift| customer service| e - commerce| customer care| customer support| bpo fresher
459, Business Development Manager| Marketing Manager| Real estate| English| CV| Business Executive| WHO| Mail
460, Army| Navy| Security| Administration| Electricals| Maintenance| Estate Management
461, Pivot Table| Credit Analysis| Tally ERP| Accounting| VLOOKUP| Finance| Lookup| Advanced Excel| HLOOKUP| Credit Control
462, payments| collection| queries| billing| invoices| management| clearance| customers| Credit Control| account| Monitoring
463, Warehouse| Raw Material| Execution| SAP| Purchase Order| MRP| Supply Chain| Dispatch Planning
464, Service tax| Litigation| Central excise
465, gsm| ethernet| development| optimization| product development| troubleshooting| gps| lcd| embedded| spi
466, MySQL| PHP| HTML| jQuery
467, Communication Skills| Spoken English| International Recruitment
468, qc| cra| quality control| clinical research| CRC| quality assurance| Clinical Research Coordinator| clinical research associate
469, data analysis| vba| macros| advanced excel| oracle sql| google analytics| business analysis| python| data mining| business analyst
470, Business Development Management| B2B Sales| Marketing| Digital Sales| Sales Management| Sales
471, Data Entry Operation| Computer Operating| Data Management| data analysis| Data Entry| computer operator| back office| non voice| backend| kpo
472, Pivot Table| Credit Analysis| Tally ERP| Accounting| VLOOKUP| Finance| Lookup| Advanced Excel| HLOOKUP| Credit Control
473, Technical support| Outbound| Comp| Technical| Domestic BPO| US shift| process| Inbound calls| Bonus
474, J2Ee| HTML| Javascript| development| SOA| technical| testing| E-commerce| test driven development| Unit testing| spring| Core Java| jQuery| java| application| web| optimization| design| developer| Ajax
475, Scheduling| Windows| Recruitment| Computer science| VMware| Assurance| Managed services| Active directory| Continuous improvement| Operations
476, Audit| Risk Management| Compliance| Internal Audit| Internal Control| Audit Manager
477, Procurement| Spend Analysis| Vendor Management| compliance| contract management
478, pharma| networking| relationship building| handling| client interaction| work under pressure| recruitment consultant| headhunting| non it| interest
479, Unix| Maven| Automation| Linux| Data modeling| Infrastructure management| Agile| Application development| Apache| Information technology
480, Area Sales Management
481, ajax| xml| javascript| server| dreamweaver| soa| technical| software| android| microsoft| ios| jquery| sql| iis| ui| web| design| c#| c| level| testing| mobile| adobe| specification| wpf| windows| triggers| quality| excel| linq| service| developer| illustrator
482, Python| Business intelligence| Coding| Computer science| Machine learning| Hbase| MongoDb| NoSQL| Cassandra| Operations
483, Object oriented design| Post production| Project management| Configuration management| Software development life cycle| Test cases| software quality| New product development| Software solutions| Monitoring
484, SQL| Application support| Incident management| Service management| Operations| Informatica| Support services| Teradata| Service level| Back office support
485, Administration| Secretarial activities| Computer literate| Travel management| Scheduling| Forex| MS Office Powerpoint| Copyright| Agile| Administrative assistance
486, Assistant Manager Operations| Manager Operations
487, Publishing| SEO| Content management| Social media| Wordpress| Management systems| Research| Brand awareness| Web technologies| Journalism
488, WebLogic| configuration| MySQL| installation| Oracle DBA| troubleshooting| Oracle RAC
489, J2Ee| Core Java| jQuery| ERP| Tomcat| Eclipse| Open source| Selenium| Computer science| OFBIZ
490, bca| cold calling| bidding| academic| customer service| documentation| selling| web development| seo| mba
491, Data structures| Ruby| Front end| Subversion| Backend| GIT| SCALA| MVC framework| Advertising| Web technologies
492, New client acquisition| Billing| Market research| Account management| Prospecting| Business Development Executive| Management| SEO Executive| Business Executive| gifts
493, customer profiling| market research| sales executive| marketing executive| distributors| sales strategy| Business Development
494, Java EE| JMS| Core Java| JUnit| Weblogic| HTML| JPA| JSON| SOAP| SQL
495, Predictive Modeling| SAS| Data Management| Data Mining| Tableau| Data Analytics| Statistics| Analytics| SQL| Python
496, tds| Accounting| mis| audit| salary processing| Account Management| payroll
497, Javascript| Java| Servlets| XML| SQL| HL7| Database Design| Code Review| Life Cycle| Application Design
498, User research| Team leading| Front end| Quantitative research| Digital design| Interaction design| Subject matter expertise| Information architecture| Visual Design
499, Channel Sales Management
500, WebLogic| configuration| MySQL| installation| Oracle DBA| troubleshooting| Oracle RAC
501, Analytical| Consulting| Product management| SAS| Analytics| Computer science| Operations research| Econometrics| Field operations| Business analytics
502, channel partners| real estate| negotiation| property| Residential Sales
503, Marketing Manager| Pharma| Sensors| RTD| Sales| Lead generation| Automobile
504, Tally ERP| Creditors| Payment followup
505, Presales| Instrumentation| Technical support| Tools| Middleware| Linux| Computer science| RTOS| Embedded Linux| embedded software development
506, Javascript| JQuery| Angularjs| Node.Js| MySQL| Ruby Rails| Web Services| Java| TDD| Server Side| Technical Manager
507, digital marketing| seo| social media marketing| content marketing| email marketing| sem| google analytics| campaign management| facebook| media management
508, Drupal| Javascript| PHP| Content management| css| solid| administration| CMS| developing| HTML| CSS3| jQuery| ui| application| web| developer| api| Open source| Ajax| architecture| applications
509, Customer Support| Blended Process| International Voice| Communication Skills| voice based process| Voice Process| technical support| Customer Service| customer care| Telecom
510, Farm Equipment| Sales Management| Agro| Marketing
511, Service| Unix| Scheduling| Incident management| Analytical| Automation| Business continuity planning| VMware| Solaris| Disaster recovery
512, digital marketing| seo| social media marketing| content marketing| email marketing| sem| google analytics| campaign management| facebook| media management
513, recruitment| screening| hr| senior management| hr recruiter| recruitment executive| talent acquisition| hiring| head hunting| staffing| HR Consulting| HR Consultant
514, Manager Sales| Sales Manager| assistant sales manager| MICE| Travel Agent| Senior Sales Executive| senior sales officer| Corporate Sales| Hotel Sales| Room Sales| Sales Executive
515, NAV calculation| Fund accounting| Automation| Corporate actions| Accounting| Process improvement| Analytical| Reconciliation| Standard operating procedures| Subject Matter Expert
516,O2C|OTC|Order Management|Credit Management|Communication Skills
517, GIT| Linux| Machine Learning| Python
518, jQuery| HTML| Ajax| CSS| Front end| DOM| Internet applications| Application development| MVC
519, shares| market research| communication skills
520, com| c| oracle| software| jsp| testing| weblogic| mca| it| eclipse| spring| coding| java| application| ui| db2| web| struts| design| pl| applications
521, oracle and dba| Linux Administration| Database Administration| dba| Team Management Skills| sql and dba| MySQL| Bash| AWS| Python
522, international bpo| Chat Process| voice based process| tele caller| process developer| Sales| b.a| exl| communication skills| Ba| Blended Process| bba| wipro| tcs| bbm| customer support| bcom| cse| accenture| Fresher| wns
523, react.js| node.js| backend| web technologies| front end| technical design| css3| jquery| angularjs| bootstrap
524, telecaller| bpo voice| Telesales| tse| us shifts| TSO| b2c| b2b| voice process| outbound sales| telemarketing| International BPO
525, Relationship management| Penetration| Sales| Bfsi| Analytical| Account management| Stakeholder management
526, react.js| node.js| python| Senior Software Developer| senior software engineer| aws
527, MIS| Scheduling| Team building| Management| National Head| Training| UPS| OJT
528, Bcom| Accounting| Finance| Banking| Quick Books| Accountant| Bpo Non Voice| Bangalore| Payroll| US Accounting| Reconciliation| Book Keeping| Accounting Software| Peachtree
529, Mobile| Android| Agile| GIT
530, PHP| Oracle| jQuery| bca| technical| Database design| developing| test driven development| mca| salesforce| Effective Communication| database| java| web| Analytical| design| asp.net| api| Sales force development| rest| Usage| development| c| Triggers| soap
531, jQuery| C| Web technologies| Web services| C#.Net| Cloud| Javascript| ASP.Net| HTML| SQL
532, Analytical| Consulting| Product management| SAS| Analytics| Computer science| Operations research| Econometrics| Field operations| Business analytics
533, good communication skill| good speeking manners| ability to face strangers| punctual| gopod efficiency
534, Salesforce Developer| sfdc developer| Salesforce
535, service engineering| maintenance| breakdown| shutdown| amc| installation| repair| troubleshooting| field service engineer| Preventive Maintenance| breakdown maintenance| Field Engineer| Electrical Engineer
536, Management accounting| Bank reconciliation| SAP FICO| VAT| Representative| Swift| Accounts receivable| Monitoring| Product costing| Profitability analysis
537, Screening| Linkedin| IT Recruitment| hr recruitment| Database| recruiter| Sourcing| Interviewing| Recruitment
538, Laravel| HTML| Javascript| CSS| JQuery| MVC Framework| PHP| MySQL| Web Technologies| Database
539, Sales Head| Tied Channel| Sales| Business Growth| Profitability| Business Operations| New Business| Alliances
540, MIS reporting| advertising agency| Online marketing| Social media| Corporate Communication| Account management| Revenue generation| Business Executive| Monitoring| Account planning
541, Analytics| Hospitality| Automation| Business solutions| Mobile technology| Operation Executive| Workflow management| Sales HR| Entrepreneur
542, Sales Executive
543, Mobile marketing| Linkedin| PPC| Email marketing| Social media| Brand Awareness| SEO| Digital marketing| Facebook| Analytics
544, Business solutions| Project delivery| Conceptualization| Green field projects| Gap analysis| PDF| Regulatory compliance| account mining| Delivery Lead| Oracle Retail
545, project sales| Architects| Sales Operations| Sales Management| distributor| interior designers| Area Management| contractors| Area| Developers| consultants| dealer| territory management| Sales Manager
546, Sales| Team Building| Strategic Leadership| Real Estate| Field Sales| Sales Strategy| Enterprise Business| Go - to - market Strategy| Enterprise sales| Sales Executive Activities| Marketing
547, Secondary Research| Valuation| Finance| Real Estate| Primary| Report Preparation| Business Development| Due Diligence| Financial Modelling
548, Java| Hibernate| JBoss| MySQL| Spring Boot| JPA| Spring
549, Administration
550, PHP| Networking| Data structures| HTTP| JSON| Software design| Computer science| System design| Backend| Ticketing
551, environment| functional| operations| business| verbal communication| coaching| analytical skills
552, Data Analysis| Data Analyst| reporting| Quality Control
553, C| Web technologies| TDD| html5| Silverlight| Agile development| Unit testing| WPF| JIRA
554, Computer science| Fabrication| Quality check| Intellectual property| Electronics| Support services| Research| Management| Human resource management| Research Executive
555, Communication Skills| Written Communication| Exchange Server| Windows Server| Technical Support| Educational Qualification| Antivirus| Troubleshooting| Active Directory| Firewall
556, pharma| networking| relationship building| handling| client interaction| work under pressure| recruitment consultant| headhunting| non it| interest
557, CSS| Powershell| Html5| Problem Solving| MS Project| JQuery| Office 365| Sharepoint Development| .NET Framework| Sharepoint| Project Support
558, Editing| proof reading| content writer| editor| Articles| Article Writing| Content Editor| Journalism| Mass Communication| Copywriter| Associate Editor| Sub Editor| English Writing| Research| Social Media
559, AutoCAD| Costing| Draughtsman| Civil| 3D
560, accent| auditing| soft skills| training needs| customer service| process compliance
561, Outbound| Technical Support Associate| Sales process| process| Senior| Technical| US shift| Technical support| International BPO
562, VHDL| Verilog| Debugging| HDL| Timing closure| RF| FPGA| WiMax| WiFi| IPS
563,Quality Control|quality assurance|qa / qc
564, Cash Handling| Cashier Activities| Day Book| Cashier| Restaurant| CSAT
565, Drupal| Javascript| PHP| Content management| css| solid| administration| CMS| developing| HTML| CSS3| jQuery| ui| application| web| developer| api| Open source| Ajax| architecture| applications
566, Java| Hibernate| JBoss| MySQL| Spring Boot| JPA| Spring
567, C| Woocommerce| Magento| Wordpress| MySQL| PHP| Shopify| JQuery| Web Development| Ajax
568, tools| automotive| embedded| development| software| configuration| cmmi| developing| prototype| quality| standards| embedded software| rtos| infotainment| flexray
569,Facilitation|Soft Skills|Coaching|Feedback|Skill Development|General Administration|Performance Management|Technical Training|SeSu Specialty Trainer|Mentoring|Training Delivery
570, SEO| Photoshop| HTML| Javascript| Styling| Flash animation| jQuery| XHTML| Browser testing| Web designing
571, XML| VB| SQL| DCOM| MS Access| software| Database| xbrl| Crystal report| Ajax| Installshield
572, Procurement| Purchase Executive| Purchase| Material Management| Negotiation Skills| Purchase Assistant| Vendor Development| Purchase Engineer| Inventory
573, C++| Linux| Information security| Debugging| Application development| Windows| Troubleshooting| Virtualization| SQL| Python
574, Tally| Company Secretary| Excel| Accounts Executive| Circulation| Notes| Auditing| Product costing| Data entry
575, Field Sales| Key Account Management| Concept Selling| Space Selling| Ad Space Selling
576, Technical Writing| Technical Documentation| Articles| Writing Skills| Product Support
577,Management|Construction|Management|Construction|construction|Construction|Construction|construction|Construction|Construction|Construction|construction|Construction|Construction|construction
578, Asp.Net MVC| entity framework| API
579, layout| coordinating| material selection| ms| mep| photoshop| corel draw| co| monitoring| plumbing
580, Unix| Automation| Application support| GIT| Tools| HTML| Troubleshooting| Operations| Monitoring| Indexing
581, Javascript| JQuery| Angularjs| Node.Js| MySQL| Ruby Rails| Web Services| Java| TDD| Server Side| Technical Manager
582, Interpersonal Skills| Communication
583, event management| back office| Tendering| Tender Preparation| E - Tendering
584, design| c++| C| java| MySQL| JavaScript| HTML| javascript
585, CSS| Rest| XML| ASP.Net| .Net| HTML| JSON| MVC| JQuery| Ajax
586, Area Sales Management
587, c++| development| gaming| C| software| HTML| ios| opengl| iphone| design| MySQL| JavaScript
588, Warehouse| Compliance| Inspection| Inventory control| Scheduling| Debit note| Inventory
589, Statutory Audit| stat audit
590, Revenue Cycle Management| US Healthcare| Payment Posting| Medical Billing| Medical Coding| us visa| Team Leading Skills| Healthcare| Denial Management| RCM
591, Mobile Applications| Infographics| Social Media| Graphic Designing
592, Data Structures| Algorithms| OOPS| Web Technologies| User Experience
593, Asp.Net MVC| entity framework| API
594, shares| market research| communication skills
595, XML| Javascript| Analytical| HTTP| jQuery| CSS3| JSON| UX| ExtJS| Visual Design
596, Front end| Email| PDF| MIN| UI| phone| Strategic HR| Doc| Consultancy| Recruitment
597, non it recruitment| recruitment| Recruitment Executive| Job Posting| Consultancy
598, Procurement| Supply chain management| Automation| Copyright| Chain| Purchase| Head Operations| Steel| Business Executive
599, Presales| Real Estate Sales| Residential Sales| Sales Executive Activities
600, Content writing| Wordpress CMS| Station| Training
601, PHP| Oracle| jQuery| bca| technical| Database design| developing| test driven development| mca| salesforce| Effective Communication| database| java| web| Analytical| design| asp.net| api| Sales force development| rest| Usage| development| c| Triggers| soap
602, Customer service| Healthcare| Customer relationship| Windows| Graphic designing| CAD| Illustrator| Customer satisfaction| Application software
603, BPO| Technical support| Outbound| Antivirus| Comp| Technical| Sales| US shift| Inbound calls| Medical
604, angularjs| React.Js
605,Entry Level|Technical Support|Communication Skills
606, Sales Engineer| Sales Engineering| Industrial Sales| OEM Sales| Rotary| OEM| Seals| Seal| Static
607, technical sales| international bpo| voice process
608, Interfaces| idocs| sap mm| problem solving
609, AutoCAD| Production Management
610, Outbound| English| Email| Inbound calls| Domestic BPO| Troubleshooting| Technical support| Recruitment| Comp| International BPO
611, Spring Boot| J2Ee| Core Java| Apache Tomcat| Rest| Microservices| Postgresql| Javascript| Design Patterns| MySQL
612, rest| java| sql| oop| angularjs| ui development| oracle
613, Sales Manager| HDFC Life Insurance| market research| customer profiling| sales executive| marketing executive| distributors| Business Development| sales strategy
614, spark| sql| big data| unix| data visualization| tableau| hadoop| python| hive
615, Sales| Development| Marketing
616, sales management| sales strategy| customer relationship| communication skills| customer service| Sales Coordination
617, digital marketing| seo| social media marketing| content marketing| email marketing| sem| google analytics| campaign management| facebook| media management
618, International BPO| Voice Process| Inbound Voice Process| sales executive| night shift| call center
619, Selenium| Android| Java| Automation Testing| Jenkins| Continuous Integration| Python| GIT| SVN| Agile Development
620, Service level| operational support| Financial reporting| project support| Helpdesk| Issue resolution| Risk management| Operations| Project life cycle| Downstream
621, call| receptionist| calls| calling| handling| reception| primary
622, design| c++| development| C| developing| HTML| ios| offshore| application| MySQL| JavaScript| developer| applications
623, Informatica Power Center| Informatica
624, CSS| Rest| XML| ASP.Net| .Net| HTML| JSON| MVC| JQuery| Ajax
625, Telecom| Business Analyst| Cloud| CIO| Security| Analytics| CTO
626, Java| Hibernate| JBoss| MySQL| Spring Boot| JPA| Spring
627, Debugging| Troubleshooting| Python| Interpersonal skills| OOPS| Programming| developer
628, Unix| data science| SQL| Linux| SAS| HTML| Perl| SDLC| Android| Python
629, CVS| ERP| Rest| middle east| Technical| Customization| E-commerce| CRM| Open| WHO
630, csr activities| labour laws| hr| union| Industrial Relation| industrial relations
631,professor - accounts|associate professor - finance|associate professor - accounting|Ph.D Accounting
632, NAV calculation| Fund accounting| Automation| Corporate actions| Accounting| Process improvement| Analytical| Reconciliation| Standard operating procedures| Subject Matter Expert
633, International BPO| Voice Process| Inbound Voice Process| sales executive| night shift| call center
634, User research| Team leading| Front end| Quantitative research| Digital design| Interaction design| Subject matter expertise| Information architecture| Visual Design
635, Javascript| Java EE| Rest| JSON| XML| SOAP| Web Services| PHP| Open Source| Spring| FreeBSD| Linux
636, Software Developer| java
637, Recruitment| Social Networking
638, data analysis| Admissions| placements| Help Desk| access controls| Asset Management
639, Educational Marketing| Communication| Branch Management| Go Getter
640, Graphic designing| Graphics| adobe creative suite| Architecture| MS Office| Business Executive
641, Product management| Pharma| Dermatology| Business Executive| top
642, BPO| any graduate| Voice Process| Voice Support
643, Cargo| Brc| Costing| MIS| DGFT| Freight| EPCG
644, area sales management| bd| team management| bakery| branding| Biscuits| business development| sales marketing| strategic planning| marketing| channel management| sales & marketing| asm| fmcg| distribution management
645, laundry
646, ajax| xml| javascript| server| dreamweaver| soa| technical| software| android| microsoft| ios| jquery| sql| iis| ui| web| design| c#| c| level| testing| mobile| adobe| specification| wpf| windows| triggers| quality| excel| linq| service| developer| illustrator
647, Architecture| Windows Server| Subject Matter Expertise| Architectural Design| Active Directory
648, Java EE| Hibernate| Core Java| Software Development| Spring Mvc| Multithreading| OOD| JDBC| Spring Boot| JSF
649, TFS| Test Automation| Business Analyst| Software Quality Assurance| Selenium| Functional Testing| Jira| Testing
650, Publishing| SEO| Content management| Social media| Wordpress| Management systems| Research| Brand awareness| Web technologies| Journalism
651, Help Desk| Customer Service| data analysis| tech support| BPO| voice| customer relationship| cce| inbound| customer service| caller| technical support| voice process| access controls| outbound| uk| calling| non voice| us
652, debugging| multithreading| mvc| c| version control| debugger| xcode| opengl| mac| cocoa| design| oops| developer| ipc
653, Origin| Material handling equipments| Data management| MF| Shift Incharge| Time| Document control| closure| Monitoring| Logistics
654, marketing executive| Sales| distributors| customer profiling| sales strategy| market research| Business Development| sales executive
655, marketing| cold calling| business development| us market
